Time,Drift_327125E,Drift_33559CF,Drift_329089E
1733334403.6469457,0.002121374999999759,0.002171249999999958,0.0022380625000000265
1733334404.649304,0.0023281875000007446,0.0023263749999999916,0.002320062499999942
1733334405.651587,0.002366187499999839,0.0022636249999994362,0.002241124999999844
1733334406.6540732,0.0022739999999998872,0.0024734375000008413,0.0025396875000001096
1733334407.656519,0.0025236250000002514,0.002507312499999692,0.002473437499999953
1733334408.6581936,0.002197875000000238,0.0019788124999999823,0.0018153749999996194
1733334409.6605988,0.0017544374999989287,0.0019783125000003565,0.002190687500000621
1733334410.6631255,0.0025471250000013157,0.002540124999999449,0.0025452500000007205
1733334411.6650655,0.002512062499999246,0.0023006875000000093,0.0021126874999986
1733334412.6674824,0.0019454374999998691,0.0020980624999999975,0.0022761874999996934
1733334413.6698515,0.002459500000000503,0.0024609375000004263,0.0023966250000011513
1733334414.6722014,0.0023654374999981798,0.002358499999999708,0.0023243750000006003
1733334415.6746361,0.0023553750000004925,0.0023690624999996857,0.002437437499999362
1733334416.6769736,0.0024350625000018056,0.002425625000000764,0.002336874999999239
1733334417.6791985,0.0023435624999983418,0.0022579374999978086,0.002310500000000104
1733334418.6814964,0.002190999999999832,0.0022574375000026237,0.00227906249999954
1733334419.683956,0.002327499999999816,0.00237818749999974,0.002396375000000006
1733334420.6863196,0.0023889375000010205,0.0023569999999999425,0.0023580000000009704
1733334421.6884763,0.0022682500000001937,0.002229875000001158,0.002200312500001189
1733334422.6908078,0.0023236874999987833,0.0023454999999970028,0.0023529999999993834
1733334423.693236,0.002330625000002584,0.0023402499999995996,0.0023738125000001276
1733334424.6956084,0.0024247499999994204,0.00243625000000236,0.002401187499998514
1733334425.6979446,0.0023735625000007587,0.0023711874999996496,0.0023368750000010152
1733334426.7002366,0.0023395624999977827,0.002320312500000199,0.0022871874999985664
1733334427.7027113,0.0023011249999989047,0.0023724375000000464,0.002451625000002622
1733334428.7046537,0.0024201250000004393,0.0022415625000000716,0.002093499999997306
1733334429.707104,0.001973562500001691,0.002120874999999245,0.0022560000000027003
1733334430.7095485,0.0024609374999968736,0.0024794374999999036,0.0024355624999969905
1733334431.7120042,0.002460937500003979,0.0024413125000002367,0.002494062500002059
1733334432.714477,0.0024384374999968372,0.0024602499999986094,0.0024789374999976133
1733334433.716965,0.002508687500004214,0.002485187499999597,0.0024676875000047005
1733334434.7194333,0.0024533124999948086,0.0024316874999996685,0.0024533124999948086
1733334435.7218523,0.002471750000005102,0.0025200000000040745,0.0024443750000031628
1733334436.7242832,0.0024045624999970983,0.002378874999998004,0.0024297499999974548
1733334437.7267513,0.0024352499999977795,0.0024520624999979646,0.002462187500000823
1733334438.729146,0.002489562500002762,0.00246506250000067,0.002366375000001142
1733334439.7316673,0.0023896249999992847,0.0024057500000012055,0.0025406250000017394
1733334440.7340498,0.0024796874999992724,0.002472249999996734,0.002394750000000556
1733334441.7365472,0.0024225625000013906,0.0024340625000007776,0.0024832499999973834
1733334442.7390714,0.0025027499999978886,0.002521937499999183,0.002501999999999782
1733334443.7415843,0.0025200000000040745,0.0025108750000057967,0.002538499999999999
1733334444.7440343,0.002513749999998538,0.0024964374999996153,0.002474874999997212
1733334445.7465053,0.0024626249999997185,0.0024556874999959177,0.002458312500003501
1733334446.7488537,0.0023810624999995866,0.0023892500000002315,0.0023930624999977113
1733334447.751301,0.0024340625000007776,0.00244006249999984,0.0023865624999999113
1733334448.7537134,0.002441750000002685,0.0024268750000047135,0.0024499375000033297
1733334449.7561,0.00244275000000016,0.0024237499999983925,0.0024275624999958723
1733334450.7585278,0.002340937499994311,0.0023599374999960787,0.0023711875000032023
1733334451.7609596,0.0024431874999990555,0.0024395625000011023,0.0024384374999968372
1733334452.763406,0.002424750000002973,0.0024281250000015575,0.0024439375000042673
1733334453.7658715,0.0024535000000014406,0.002459250000001134,0.002456625000000656
1733334454.7677698,0.0024119999999996367,0.002242062500002362,0.002069499999997504
1733334455.7702355,0.0019334374999999682,0.002112249999996152,0.002281187500003057
1733334456.7725976,0.0024835624999965944,0.0024461249999987444,0.0024151249999988522
1733334457.7750883,0.0023551250000011237,0.002382000000004325,0.0024124999999983743
1733334458.777571,0.002507500000000107,0.002518750000000125,0.002525249999997925
1733334459.7800343,0.0024679375000005166,0.002467249999995147,0.00246506250000067
1733334460.7824807,0.002463812500003826,0.0024535000000014406,0.002448000000001116
1733334461.7849526,0.0024566249999935508,0.0024640625000031946,0.0024653125000000387
1733334462.787434,0.002471562500005575,0.0024648124999941956,0.0024777499999970587
1733334463.7898235,0.0024681249999929378,0.0024508750000009627,0.002420875000005651
1733334464.7922974,0.0023966250000029277,0.0024278125000023465,0.0024414999999962106
1733334465.7947187,0.002470312500008731,0.0024482500000004848,0.0024487499999992224
1733334466.797187,0.002423999999990656,0.002442999999999529,0.002451125000007437
1733334467.799555,0.002466999999995778,0.0024114999999937936,0.002394437500001345
1733334468.8018656,0.002356562500011705,0.002366875000006985,0.002329437499994924
1733334469.804145,0.002314812499989216,0.002306875000002151,0.002308312499991416
1733334470.8065104,0.0022991875000002437,0.0023136249999993197,0.0023158125000009022
1733334471.8089192,0.0023546250000094915,0.002357000000003495,0.0023807500000003756
1733334472.8113992,0.0024148749999994834,0.0024504374999878564,0.0024808750000033797
1733334473.8138487,0.0024856874999983347,0.0024777500000112695,0.0024175624999998035
1733334474.8162444,0.0024242500000042355,0.002402875000001359,0.0024340625000007776
1733334475.8186111,0.0024297499999903494,0.002423999999990656,0.0024211249999979145
1733334476.820996,0.0023462500000022146,0.002353687500004753,0.0023644999999987704
1733334477.8234112,0.0023805625000079544,0.0023889375000010205,0.0024153125000054843
1733334478.8258097,0.0024288124999998217,0.0024110625000020036,0.0023673750000057225
1733334479.8282228,0.0023918124999937618,0.002407437499996945,0.0024309999999871934
1733334480.8306935,0.0024175000000070668,0.002457374999991657,0.002465750000013145
1733334481.832942,0.0024595624999932397,0.0023949375000000828,0.0023440624999864212
1733334482.8353534,0.0022641249999963975,0.0022900625000090713,0.0023611250000072914
1733334483.8377323,0.0024213749999972833,0.0024148749999994834,0.002371437500002571
1733334484.8400319,0.0023541875000034906,0.0022893750000037016,0.0022946249999904467
1733334485.8424025,0.002308562500004996,0.0023690624999943566,0.0023961875000111377
1733334486.8447547,0.0023906250000038654,0.00237212499999373,0.002356812499996863
1733334487.847083,0.0023303749999996626,0.002325875000011024,0.002320499999996173
1733334488.8493178,0.0023241874999939682,0.0022682500000001937,0.0022260000000073887
1733334489.851614,0.0022449374999951033,0.0022912499999989677,0.002288437499998963
1733334490.853804,0.0022881874999995944,0.00224187499999573,0.0022197499999947468
1733334491.8560474,0.002193125000005125,0.0022036250000070368,0.0022139999999950533
1733334492.858316,0.0022463749999985794,0.0022504999999881647,0.002256500000001438
1733334493.8607006,0.002269187500004932,0.00233806250000157,0.0024086250000010523
1733334494.8622339,0.0021328750000009222,0.0019147499999974116,0.0017011250000109612
1733334495.8646245,0.0017570624999905249,0.001964624999999387,0.0021669374999930824
1733334496.8669224,0.0024000000000086175,0.0023853750000029095,0.0023805624999937436
1733334497.869241,0.0023186250000009068,0.0023171874999974307,0.0023076250000002574
1733334498.8715572,0.0023143124999904785,0.002316250000006903,0.002297250000012241
1733334499.873912,0.0023157500000081654,0.002331374999997138,0.00236831249999625
1733334500.876373,0.0024838125000030686,0.0024894999999958145,0.002426437499991607
1733334501.8785653,0.0021695625000006658,0.002109125000004042,0.0021842499999991105
