Time,Real_Difference,Drift_327125E,Drift_33559CF,Drift_329089E
1733335670.286003,1.0018894672393799,0.0015326875000001294,0.0016423125000000205,0.0017993750000000475
1733335671.2878435,1.001802921295166,0.0018839999999995527,0.0018374374999998722,0.0018168124999999868
1733335672.289924,1.0020244121551514,0.0018954999999998279,0.001974999999999838,0.00201981249999994
1733335673.2919555,1.0020055770874023,0.002060124999999857,0.0019929375000007354,0.0020111875000004
1733335674.2935395,1.0015590190887451,0.0016219375000012803,0.0016324999999994816,0.0015950624999998553
1733335675.2955942,1.0020294189453125,0.0020044999999999646,0.0020743124999995644,0.002077437499999668
1733335676.2976503,1.0020318031311035,0.0020584374999987887,0.0020779375000010702,0.0020759999999997447
1733335677.2993743,1.0016846656799316,0.0019233750000005045,0.0018121874999987853,0.001737125000000006
1733335678.3013208,1.0019197463989258,0.0017981250000005389,0.0018689375000011665,0.0019926874999995903
1733335679.3032968,1.001950740814209,0.0019561874999993734,0.0019732499999989273,0.001972812500000032
1733335680.305262,1.0019402503967285,0.002020562500000267,0.0019668125000009695,0.001900812500000626
1733335681.3072817,1.0019927024841309,0.0019690000000007757,0.002041187499999708,0.0020623124999996634
1733335682.3093164,1.0020091533660889,0.0020269999999982247,0.0019811875000002033,0.0019713750000001085
1733335683.3113973,1.0020546913146973,0.002030875000002652,0.002082749999999578,0.0020882499999999027
1733335684.313394,1.001971960067749,0.0020368749999981617,0.002015249999999469,0.0020145625000012046
1733335685.3154175,1.002000093460083,0.001999250000000785,0.0020056875000022956,0.0020118749999973318
1733335686.317735,1.0022940635681152,0.002082437500000367,0.0021391249999993533,0.0022505000000023756
1733335687.319874,1.0021111965179443,0.0023224999999982288,0.0022483124999972404,0.0021976875000007112
1733335688.3218868,1.001986026763916,0.0021151249999995514,0.0021129375000015216,0.0020834374999978422
1733335689.3239894,1.002079725265503,0.0020438125000019625,0.002067624999998685,0.00203568750000116
1733335690.3260286,1.00201416015625,0.0021002499999980273,0.0020623125000014397,0.0020776874999981487
1733335691.327932,1.0018763542175293,0.001966312500002232,0.0019559999999998468,0.0019550000000023715
1733335692.329931,1.0019757747650146,0.001978124999997277,0.0019881875000002935,0.0019644374999998604
1733335693.3318524,1.0018963813781738,0.0019550000000023715,0.0019423124999988772,0.0019262500000003513
1733335694.3338172,1.0019397735595703,0.0019245624999975064,0.0019420624999995084,0.0019559999999998468
1733335695.3357275,1.0018830299377441,0.001970875000001371,0.0019886250000027417,0.0019586250000003247
1733335696.337677,1.0019245147705078,0.0018996250000000714,0.001873437499998687,0.0019082499999996116
1733335697.3396177,1.0019114017486572,0.0019631874999994636,0.001937062500001474,0.0019411249999983227
1733335698.3415818,1.0019373893737793,0.0019365624999991837,0.001968937499999157,0.00197325000000248
1733335699.3434803,1.0018723011016846,0.0019682500000044456,0.001987437500002187,0.0019389374999967401
1733335700.345402,1.0018963813781738,0.0018974374999984889,0.0018775624999989304,0.0018864375000013922
1733335701.347308,1.0018796920776367,0.001929812500002015,0.0019309999999990168,0.0018983750000032273
1733335702.349319,1.0019848346710205,0.001961999999998909,0.001964687499999229,0.0020282499999950687
1733335703.3512266,1.001882553100586,0.0020114374999948836,0.0019900624999991123,0.001954562500003476
1733335704.3531787,1.0019280910491943,0.0018585625000042683,0.0018719999999987635,0.0019068124999961356
1733335705.355111,1.0019049644470215,0.0019483749999977817,0.00196512500000523,0.00197756250000225
1733335706.3570392,1.0019021034240723,0.001937249999997448,0.0018979374999972265,0.0018910000000005311
1733335707.3589916,1.0019235610961914,0.0019358125000010773,0.001964624999999387,0.001972812500000032
1733335708.359996,1.0009777545928955,0.0009823749999995357,0.0009842500000019072,0.0009760625000012624
1733335709.36153,1.001507043838501,0.0019201875000049995,0.0017584375000012642,0.0016619999999960555
1733335710.3636808,1.0021278858184814,0.0016375625000009109,0.0018650624999949628,0.001998937500005127
1733335711.3656046,1.0018951892852783,0.0021098124999952006,0.0020354375000053437,0.002001124999999604
1733335712.3675344,1.0019049644470215,0.0019199999999983675,0.001949999999993679,0.0019293749999960141
1733335713.3695107,1.0019495487213135,0.0019437500000023533,0.0019202500000048417,0.0019437500000023533
1733335714.3714604,1.0019137859344482,0.001980500000001939,0.001979999999996096,0.0019845624999987876
1733335715.3734393,1.0019426345825195,0.0019509374999984175,0.001958375000000956,0.0019497500000014156
1733335716.3753145,1.001847743988037,0.001969937500000185,0.0019497500000014156,0.001896250000001487
1733335717.3772714,1.0019333362579346,0.001875875000003191,0.0018907500000011623,0.0019420624999995084
1733335718.3793585,1.0020592212677002,0.0020296249999987026,0.002079125000001625,0.0020923124999967513
1733335719.381325,1.0019385814666748,0.00202418749999822,0.0019766249999975116,0.001964937499998598
1733335720.38328,1.0019311904907227,0.0019651249999981246,0.001973749999997665,0.0019994375000038644
1733335721.385258,1.001952886581421,0.0019708750000049235,0.0019567500000050586,0.0019324374999953875
1733335722.387398,1.0021138191223145,0.001986687500000528,0.0020459999999999923,0.0021067500000029327
1733335723.3894973,1.0020725727081299,0.002139374999998722,0.002123749999995539,0.002101937500000872
1733335724.3914917,1.001967191696167,0.002143937500001414,0.002105749999998352,0.002046187499999519
1733335725.393473,1.0019567012786865,0.0019339374999987058,0.0019464375000026735,0.0019824374999970473
1733335726.3953927,1.0018930435180664,0.001992937499998959,0.0019869374999998968,0.0019211875000024747
1733335727.3973668,1.0019478797912598,0.0019228749999982142,0.0019188125000013656,0.001974250000003508
1733335728.3993502,1.0019569396972656,0.0020260625000005916,0.0020131249999977285,0.001987937499997372
1733335729.4013407,1.001965045928955,0.0019870000000068444,0.0019994375000038644,0.0019960624999981746
1733335730.403218,1.0018506050109863,0.0019374999999968168,0.0019053124999999227,0.0019175625000045216
1733335731.4051602,1.0019161701202393,0.0018876249999948413,0.0018883749999929478,0.0019048749999939218
1733335732.407355,1.0021672248840332,0.0020449999999954116,0.002121812500007536,0.002191937500008123
1733335733.4092803,1.0018980503082275,0.0020933125000084374,0.0020397499999944557,0.0019682499999902348
1733335734.4112244,1.0019183158874512,0.0019401250000044001,0.00191568750000215,0.0019139999999993051
1733335735.4131947,1.0019443035125732,0.0019341874999980746,0.001959812500004432,0.001972312500001294
1733335736.4152136,1.00199294090271,0.0020421249999884594,0.0020481874999944694,0.0020445625000036216
1733335737.4172068,1.0019681453704834,0.001996562500011123,0.001982374999997205,0.0019600625000038008
1733335738.419164,1.0019323825836182,0.001948562499990203,0.001972562500000663,0.0019948749999940674
1733335739.4207718,1.0015814304351807,0.001909000000011929,0.0017983125000000655,0.001695124999997688
1733335740.4227579,1.0019776821136475,0.0016946249999989504,0.0018153750000067248,0.0019214375000018435
1733335741.423887,1.0011022090911865,0.0012225624999899765,0.0011733749999933707,0.001107625000003054
1733335742.4258392,1.001927375793457,0.0018614375000112204,0.001888312500000211,0.0019476249999996753
1733335743.427814,1.0019481182098389,0.001958187499994324,0.0019720625000019254,0.001968187499997498
1733335744.4298096,1.0019705295562744,0.002034687500000132,0.0019996875000032333,0.0020042499999988195
1733335745.431939,1.0021004676818848,0.0020419374999960382,0.002045999999992887,0.002121875000000273
1733335746.4339216,1.0019557476043701,0.0020822500000008404,0.0020690624999986085,0.0019975000000016507
1733335747.435928,1.001981258392334,0.001975874999999405,0.0019631875000101218,0.0020023124999966058
1733335748.43795,1.0019962787628174,0.002022500000009586,0.0020361874999963447,0.002024625000004221
1733335749.439955,1.0018527507781982,0.0020274999999969623,0.002004937500004189,0.0020083750000026157
1733335750.4420912,1.0021109580993652,0.0020138750000029404,0.0020676249999951324,0.0020983124999958136
1733335751.4439144,1.0017948150634766,0.0019816874999918355,0.0019408750000025066,0.0018729374999963966
1733335752.445988,1.0020465850830078,0.0019262499999967986,0.0019804374999949914,0.0020270625000051723
1733335753.4480624,1.0020458698272705,0.0021184375000018463,0.002071250000000191,0.0020901249999951688
1733335754.4495916,1.0015034675598145,0.0019956250000063847,0.001860937499998272,0.001698250000004009
1733335755.4514318,1.0018317699432373,0.0015355000000027985,0.0016099375000067084,0.0017347499999971205
1733335756.45303,1.001573085784912,0.001857375000000161,0.001797562500001959,0.0016787500000106093
1733335757.4553752,1.0023329257965088,0.0017709374999981264,0.001981187499993098,0.002186437500000693
1733335758.4575012,1.0020947456359863,0.002243062499999837,0.0022258125000007567,0.0021419999999920947
1733335759.4594793,1.0019495487213135,0.002112249999996152,0.0020416874999966694,0.0020279999999957
1733335760.4616878,1.0021817684173584,0.0020023124999966058,0.002065625000000182,0.0021455625000044165
1733335761.4631402,1.0014245510101318,0.002136250000006612,0.001886437500004945,0.0016406875000001264
1733335762.464897,1.0017473697662354,0.0014546249999938254,0.0016123125000007121,0.0017193125000005693
1733335763.4657643,1.000826358795166,0.0008616249999988668,0.0008711874999960401,0.000876000000005206
1733335764.467822,1.0020322799682617,0.0018361875000039163,0.001878500000003669,0.0019632499999886477
1733335765.4694076,1.0015406608581543,0.0019980000000003884,0.0018760625000027176,0.0017368750000059663
1733335766.471564,1.0021483898162842,0.001717687500004672,0.00186074999999164,0.0019975000000016507
1733335767.4737332,1.0021374225616455,0.002115624999987631,0.002108625000005304,0.0021292499999958636
1733335768.475912,1.002150058746338,0.0021520625000022164,0.002170562499998141,0.002219062500003588
